Date,msft,aapl,tsla,amzn,meta,brk-b,goog,jnj,jpm,v,pg,ma,intc,unh,bac,t,hd,xom,dis,vz,ko,mrk,cmcsa,cvx,pep,pfe,^gspc
2020-04-08,-0.3269919670302272,1.2515682838980264,-0.976607420143762,1.0768462630344824,1.738580904590192,1.811419064228232,0.3123230594837847,3.846137752617714,2.332993208894496,2.246497914440905,0.6168611277061782,3.1149891289685714,-0.0169656471546415,7.519677895004717,4.434963065215125,-0.2007230861950358,0.3131098122415766,4.332948180837355,0.5342840775282967,0.9342728499436114,2.467578323146973,2.9894573009471688,1.194269531037231,4.291689095798303,2.2396386381842053,1.762990425831635,2.3629255823772866
2020-04-09,-0.7387867827183587,-0.2649434674911858,1.9040132312072984,-0.0753841364049505,-0.4052693904811078,-0.0825441937330961,-1.0425527452879222,-1.968419732541269,5.68314939334659,-1.485406198453773,-0.5232777244097147,-2.126964643380524,-3.8852035027563794,-0.3294055086060617,3.1777992603845324,2.375514823361589,0.8584308728318165,-5.402234922124087,-3.2727255205218304,0.9226847150429152,1.1428515656525724,1.6001977822684383,1.3421008461400104,-5.254419278867658,1.1524483202972873,1.0172444589646863,0.4598890899994513
2020-04-13,0.7008759745761904,1.8078579614864996,9.33865650461104,5.941800937757715,0.6407661537889402,-2.6911064873010617,0.6882596826503644,-0.1645765913073356,-5.010683551129029,-1.9350197120125725,2.018086891790815,-1.845505425722034,3.628621874669596,0.5502563115207768,-3.5953376540714643,-1.0268258183645262,-0.835054004099,-3.952287999238815,-1.169081241036383,-1.270531298465563,-3.025779159836702,-1.5892515025077578,-0.6991184346098464,-2.67342516815001,-0.6111961621796518,-2.333534938188598,-0.754267552456603
2020-04-14,2.705804124098924,2.456014233476094,1.5382678392068756,3.62848993375152,-0.4546206246383242,-0.1969549486908,1.9019357418416185,0.4177341563764747,-5.7800920225430135,0.8761787806194666,1.818780683141004,0.3102822983138226,1.022102359062674,0.554516751405382,-3.2448397497571406,1.413450362123807,2.553455495733119,-1.3433987406142245,0.499857385078421,1.427577780240941,2.003278105683744,0.615633701001486,2.492198887759029,-1.004638859992836,3.742769663853887,1.399568662749399,1.439181187122892
2020-04-15,0.395611272816147,0.7137077852923922,-1.6675102769927082,2.166678171854713,1.005819498795731,0.0053082490513932,1.335480935518331,1.428969813319721,-0.3965383909397528,-1.6509845972229704,0.2970015102904277,-1.3105864492429995,-1.4778515796379827,1.8993316786357812,0.1352175132749101,-1.7946313581339015,-0.0957205132291853,-1.284586125602878,-0.9867433645783982,-1.1066162839574287,-0.2100366816111446,1.0235097426441624,-1.668446913160926,2.46090345892761,-1.5626038914734088,-0.2501874004948198,-0.4411856418975666
2020-04-16,1.5476761112031845,-0.2407006990185428,3.793561003506818,2.582434996541065,-0.9645372755984042,-0.5000995685471199,-0.84133658813588,0.9086331692845628,-3.320748594822684,-2.887596685861358,-0.6995736496640353,-4.71308323205577,1.9411093418913763,5.022970570317029,-3.408046804075541,-0.397860679882866,0.3652957492667884,-3.397197414134554,-1.4801040834312682,0.6417060229149386,-0.6369403002756452,0.4216862730906152,0.7930187040356452,-1.6501728842258927,-0.9805625980068728,-0.6688987323983678,0.0074998101065522
2020-04-17,-0.5039246800123308,-0.6683551311967075,-2.4393437267626568,0.1124203330592105,0.0223212138449755,-0.8838925043831112,-0.1246862777436183,0.0197443006672101,3.341038052373144,-0.0648726098287716,1.796446400677975,0.6616389396368664,-2.7501653920252256,-3.589617160202879,4.037820058594639,1.21677537556725,1.0743879825489588,7.727911909940277,0.3938836910472205,0.6842171595620465,-0.4993540360573805,-0.5871002606985779,-1.2342261604678373,6.699549885292194,-0.1308501528603703,1.1108046086584755,1.1177406732925674
2020-04-20,-0.8968485307687821,-0.3683199900822565,1.8302098824663708,0.1529059980638451,0.4656652858364729,0.0158933930049668,-0.3465907821187828,0.4879267026424436,-0.8287104546526692,-1.8938106589526225,-0.7214022815534314,-1.1043575134259809,-0.1689805235755439,-1.1200017652472158,-0.3111188060742258,0.4196200033457842,-0.0388184752909597,1.044207683177274,-1.290826977556405,0.0516054184240283,-2.707916934510932,0.3369516658357016,-1.2630827983512385,1.088892271059685,-1.7762846808291657,-0.8314914496182969,-0.7955697083182034
2020-04-21,-3.3845645363707018,-2.9474482885790465,-6.319897624441081,-3.800920553060655,-2.6053845835668383,-0.3760641255032935,-2.520672011938672,-0.2939621592521724,0.4828751605110613,-0.91571754468012,0.1504081582504872,-0.5298439744918292,-3.10503131721584,-0.2771719742609713,-1.2014703942545102,-2.1426261687485235,-0.0697868447348085,1.367192445376722,0.5271521528452884,-1.003174896612271,-1.101797784575731,-3.895097777577145,-2.912363493952141,1.6658613910076028,-0.9164352612635174,-0.4492030051747474,-1.76316247284536
2020-04-22,1.227517945204533,0.9018658241727548,3.842323489298178,-0.2331276524645808,2.101164064463278,0.0643129574498309,1.3988159553584898,0.1176599180915591,-1.511097567493374,1.158537901438636,-0.4941273648262224,2.121364240611694,3.0449149127661355,-0.9241317553616092,-1.6514072723912496,-4.852383322072491,1.116715963356756,-1.1155992421873804,-0.8020647639590386,1.0001679679843196,-0.8100074952466914,0.9752369710547404,-1.3993615544514542,-0.6039832023003927,0.1356830865373325,-1.958638570501049,0.4079635973359088
2020-04-23,-1.569246426260781,-0.3054538812721694,-3.113533182319695,-0.0220857999943529,0.5671706498481787,-0.7326405077725046,0.3729485290381586,0.8102232531031355,-0.3915409738347454,-0.9015223944024906,0.628147531101311,-1.3796663188212952,-1.067082730592138,2.197462742644109,-0.4115145559161813,0.2033852907155066,-0.4942664906083635,0.7364676782634371,0.3465331426941522,-0.92028888999257,-1.9525111122341208,0.8531108547999313,0.7204052616628452,0.5760266898832,-1.7196484167796169,1.1174406172017608,-0.4510641513556663
2020-04-24,1.426528473004805,2.039092747558356,1.977524507976263,-0.2812995350989116,3.5986801352683133,-0.3002345838335538,1.4179542051453191,-0.4584615956845092,0.0771686574126398,-0.6693825918376031,-0.2693984798832703,0.1275139851700661,5.163702377855623,1.373202073470262,0.3155982590671383,0.4038890505102118,3.511153028109705,-1.532133208931742,-0.5830579342383755,0.5006207907396898,-0.1540825039711235,-0.2087821938503341,2.717982742681725,-1.6894722464560987,2.5975096682199568,1.444654179544427,0.849570201682771
